PARENT_NAME,PAYER_NAME,PAYER_ID,CREATED_AT
WelbeHealth,Stockton PACE,1089,2026-03-02 07:06:46.961 -0500
WelbeHealth,,,2026-03-02 07:06:46.961 -0500
Wellmark BlueCross BlueShield,Wellmark,645,2026-03-02 07:06:46.961 -0500
Wellmark BlueCross BlueShield,,,2026-03-02 07:06:46.961 -0500
West PACE,West PACE,1124,2026-03-02 07:06:46.961 -0500
West PACE,,,2026-03-02 07:06:46.961 -0500
West Virginia United Health,Peak Health,1218,2026-03-02 07:06:46.961 -0500
West Virginia United Health,,,2026-03-02 07:06:46.961 -0500
Western Health Advantage,Western Health Advantage,648,2026-03-02 07:06:46.961 -0500
Western Health Advantage,,,2026-03-02 07:06:46.961 -0500
Zing Health,Zing Health,1133,2026-03-02 07:06:46.961 -0500
Zing Health,,,2026-03-02 07:06:46.961 -0500
HopeWest,HopeWest PACE,1191,2026-03-02 07:06:46.961 -0500
HopeWest,,,2026-03-02 07:06:46.961 -0500
Horizon Adult Health Care,Horizon PACE,1208,2026-03-02 07:06:46.961 -0500
Horizon Adult Health Care,,,2026-03-02 07:06:46.961 -0500
Horizon Blue Cross Blue Shield of New Jersey,Braven Health,1148,2026-03-02 07:06:46.961 -0500
Horizon Blue Cross Blue Shield of New Jersey,Horizon Blue Cross Blue Shield,324,2026-03-02 07:06:46.961 -0500
Horizon Blue Cross Blue Shield of New Jersey,,,2026-03-02 07:06:46.961 -0500
Hosparus Health,Care Guide Partners PACE,1254,2026-03-02 07:06:46.961 -0500
Hosparus Health,,,2026-03-02 07:06:46.961 -0500
Humana,CarePlus Health,1033,2026-03-02 07:06:46.961 -0500
Humana,Humana,329,2026-03-02 07:06:46.961 -0500
Humana,Humana Military Healthcare Services,858,2026-03-02 07:06:46.961 -0500
Humana,Independent Care Health,334,2026-03-02 07:06:46.961 -0500
Humana,,,2026-03-02 07:06:46.961 -0500
"Humboldt Senior Resource Center, Inc.",Redwood Coast PACE,981,2026-03-02 07:06:46.961 -0500
"Humboldt Senior Resource Center, Inc.",,,2026-03-02 07:06:46.961 -0500
ISNP Ventures,KeyCare Advantage,1132,2026-03-02 07:06:46.961 -0500
ISNP Ventures,,,2026-03-02 07:06:46.961 -0500
Immanuel Pathways,Immanuel Pathways,863,2026-03-02 07:06:46.961 -0500
Immanuel Pathways,,,2026-03-02 07:06:46.961 -0500
Imperial Health Plan of California,Imperial Health,1074,2026-03-02 07:06:46.961 -0500
Imperial Health Plan of California,,,2026-03-02 07:06:46.961 -0500
Independence Health Group,AmeriHealth,30,2026-03-02 07:06:46.961 -0500
Independence Health Group,AmeriHealth Caritas,712,2026-03-02 07:06:46.961 -0500
Independence Health Group,Independence Blue Cross,333,2026-03-02 07:06:46.961 -0500
Independence Health Group,Keystone First,353,2026-03-02 07:06:46.961 -0500
Independence Health Group,Select Health (SC),546,2026-03-02 07:06:46.961 -0500
Independence Health Group,,,2026-03-02 07:06:46.961 -0500
Independent Health,Independent Health,335,2026-03-02 07:06:46.961 -0500
Independent Health,Pharmacy Benefit Dimensions,1006,2026-03-02 07:06:46.961 -0500
Independent Health,,,2026-03-02 07:06:46.961 -0500
Independent Living,Florida Community Care,1105,2026-03-02 07:06:46.961 -0500
Independent Living,Florida Complete Care,1199,2026-03-02 07:06:46.961 -0500
Independent Living,,,2026-03-02 07:06:46.961 -0500
Inland Empire Health,Inland Empire Health,338,2026-03-02 07:06:46.961 -0500
Inland Empire Health,,,2026-03-02 07:06:46.961 -0500
InnovAge,ConcertoPACE of Los Angeles,1210,2026-03-02 07:06:46.961 -0500
InnovAge,InnovAge,592,2026-03-02 07:06:46.961 -0500
InnovAge,,,2026-03-02 07:06:46.961 -0500
Innovative Integrated Health,Bakersfield PACE,1147,2026-03-02 07:06:46.961 -0500
Innovative Integrated Health,Fresno PACE,977,2026-03-02 07:06:46.961 -0500
Innovative Integrated Health,Orange County PACE,1222,2026-03-02 07:06:46.961 -0500
Innovative Integrated Health,,,2026-03-02 07:06:46.961 -0500
Inspira Health,Inspira Health,847,2026-03-02 07:06:46.961 -0500
Inspira Health,,,2026-03-02 07:06:46.961 -0500
Intermountain Healthcare,SelectHealth,549,2026-03-02 07:06:46.961 -0500
Intermountain Healthcare,,,2026-03-02 07:06:46.961 -0500
International Community Health,International Community Health,1122,2026-03-02 07:06:46.961 -0500
International Community Health,,,2026-03-02 07:06:46.961 -0500
Iron Road Healthcare,Iron Road Healthcare,607,2026-03-02 07:06:46.961 -0500
Iron Road Healthcare,,,2026-03-02 07:06:46.961 -0500
Jai Medical Systems,Jai Medical Systems,346,2026-03-02 07:06:46.961 -0500
Jai Medical Systems,,,2026-03-02 07:06:46.961 -0500
Jefferson Health,Jefferson Health Plans,281,2026-03-02 07:06:46.961 -0500
Jefferson Health,,,2026-03-02 07:06:46.961 -0500
Johns Hopkins Healthcare,Johns Hopkins Healthcare,348,2026-03-02 07:06:46.961 -0500
Johns Hopkins Healthcare,Priority Partners,508,2026-03-02 07:06:46.961 -0500
Johns Hopkins Healthcare,,,2026-03-02 07:06:46.961 -0500
Jordan Valley Community Health,Jordan Valley Senior Care,1248,2026-03-02 07:06:46.961 -0500
Jordan Valley Community Health,,,2026-03-02 07:06:46.961 -0500
Kaiser Permanente,Geisinger Health (Risant Health),241,2026-03-02 07:06:46.961 -0500
Kaiser Permanente,Kaiser Permanente,350,2026-03-02 07:06:46.961 -0500
Kaiser Permanente,,,2026-03-02 07:06:46.961 -0500
Kern Health Systems,Kern Health Systems,351,2026-03-02 07:06:46.961 -0500
Kern Health Systems,,,2026-03-02 07:06:46.961 -0500
LIFE Senior Services,LIFE PACE,1003,2026-03-02 07:06:46.961 -0500
LIFE Senior Services,,,2026-03-02 07:06:46.961 -0500
Lawndale Christian Health,PACE Lawndale Christian Health,1250,2026-03-02 07:06:46.961 -0500
Lawndale Christian Health,,,2026-03-02 07:06:46.961 -0500
Leon Health,Leon Health,1189,2026-03-02 07:06:46.961 -0500
Leon Health,,,2026-03-02 07:06:46.961 -0500
Liberty Health Advantage,Liberty Health Advantage,359,2026-03-02 07:06:46.961 -0500
Liberty Health Advantage,,,2026-03-02 07:06:46.961 -0500
LifeBridge Health,Alterwood Advantage,1181,2026-03-02 07:06:46.961 -0500
LifeBridge Health,,,2026-03-02 07:06:46.961 -0500
LifeCircles,LifeCircles,794,2026-03-02 07:06:46.961 -0500
LifeCircles,,,2026-03-02 07:06:46.961 -0500
Lifetime Healthcare,Excellus BlueCross BlueShield,213,2026-03-02 07:06:46.961 -0500
Lifetime Healthcare,,,2026-03-02 07:06:46.961 -0500
Living Independence for the Elderly,LIFE Pittsburgh,364,2026-03-02 07:06:46.961 -0500
Living Independence for the Elderly,,,2026-03-02 07:06:46.961 -0500
Loma Linda University Medical Center,Loma Linda University Health PACE,1243,2026-03-02 07:06:46.961 -0500
Loma Linda University Medical Center,,,2026-03-02 07:06:46.961 -0500
Longevity Health,Longevity Health,1099,2026-03-02 07:06:46.961 -0500
Longevity Health,,,2026-03-02 07:06:46.961 -0500
Loretto,PACE CNY,1032,2026-03-02 07:06:46.961 -0500
Loretto,,,2026-03-02 07:06:46.961 -0500
Los Angeles Jewish Health,Brandman Health,906,2026-03-02 07:06:46.961 -0500
Los Angeles Jewish Health,,,2026-03-02 07:06:46.961 -0500
Lumeris,Essence Healthcare,209,2026-03-02 07:06:46.961 -0500
Lumeris,,,2026-03-02 07:06:46.961 -0500
Lutheran SeniorLife,VieCare LIFE,772,2026-03-02 07:06:46.961 -0500
Lutheran SeniorLife,,,2026-03-02 07:06:46.961 -0500
Lutheran Social Ministries of New Jersey,Lutheran Senior LIFE PACE,826,2026-03-02 07:06:46.961 -0500
Lutheran Social Ministries of New Jersey,,,2026-03-02 07:06:46.961 -0500
MHH Healthcare,GlobalHealth,243,2026-03-02 07:06:46.961 -0500
MHH Healthcare,MCS Health Management,382,2026-03-02 07:06:46.961 -0500
MHH Healthcare,,,2026-03-02 07:06:46.961 -0500
MVP Health Care,MVP Health Care,414,2026-03-02 07:06:46.961 -0500
MVP Health Care,,,2026-03-02 07:06:46.961 -0500
Mail Handlers Benefit,Mail Handlers Benefit,1112,2026-03-02 07:06:46.961 -0500
Mail Handlers Benefit,,,2026-03-02 07:06:46.961 -0500
Marquis Companies,AgeRight Advantage,1044,2026-03-02 07:06:46.961 -0500
Marquis Companies,,,2026-03-02 07:06:46.961 -0500
Martin's Point HealthCare,Martin's Point HealthCare,378,2026-03-02 07:06:46.961 -0500
Martin's Point HealthCare,,,2026-03-02 07:06:46.961 -0500
Maryland Physicians Care,Maryland Physicians Care,379,2026-03-02 07:06:46.961 -0500
Maryland Physicians Care,,,2026-03-02 07:06:46.961 -0500
Massachusetts General Brigham Hospital,Mass General Brigham Health,420,2026-03-02 07:06:46.961 -0500
Massachusetts General Brigham Hospital,,,2026-03-02 07:06:46.961 -0500
